,gene1,gene2,cost,psi
3768,MIS12,PNPLA8,40.499762010742735,5.543987035746694
2084,DNMT3A,HNRPDL,40.50174646436816,0.36959913571644626
570,ATXN10,RPL13,40.51584711030324,0.36959913571644626
4037,NT5DC3,POLQ,40.51605051256079,5.543987035746694
2263,EIF2B3,URB2,40.51892228870051,5.543987035746694
4645,RPN2,SPTBN1,40.52108717129564,0.36959913571644626
4636,RPL7,VDAC2,40.5210950308967,5.91358617146314
4655,RPS23,ST13,40.522271295070624,0.36959913571644626
4863,SMEK2,TFCP2,40.527860336560366,5.543987035746694
1488,CENPF,TOP2A,40.52869786910575,5.91358617146314
1373,CDCA3,UBE2C,40.53214366307609,5.91358617146314
2485,EZR,TCF7L1,40.54136937222914,0.36959913571644626
3222,INO80D,SOX4,40.54710327318235,0.36959913571644626
3792,MMP16,SH2B3,40.55060002746851,5.543987035746694
3275,JAM3,TMEM30A,40.553294694858444,5.543987035746694
4107,OSTC,SCD,40.56000264660874,0.36959913571644626
3431,L1TD1,SET,40.564914911391696,0.36959913571644626
4304,PNPT1,TCF7L1,40.56787277396599,0.36959913571644626
3121,HSP90AB1,PSMD11,40.56819817328332,0.36959913571644626
694,BCAT1,SIKE1,40.58215626504419,0.36959913571644626
244,ANP32E,HNRNPA2B1,40.58235484866781,0.36959913571644626
89,ACVR2B,DPY19L3,40.58289221247314,0.7391982714328925
1820,CTSL2,PTPRZ1,40.583364195098035,0.36959913571644626
1348,CDC45,PTPRD,40.58835316744347,5.543987035746694
4854,SMAD2,TMEM33,40.59061096761775,0.36959913571644626
3551,LRPPRC,PTBP1,40.59674855048328,0.36959913571644626
1468,CENPE,UBE2C,40.59941756795819,0.36959913571644626
4489,RAB3B,VPS13A,40.60281337476442,5.543987035746694
4839,SLC39A14,USP47,40.60756921728475,5.543987035746694
1330,CDC14B,NUS1,40.611940934866396,0.7391982714328925
4811,SLC16A1,SPTBN1,40.61608686309972,0.36959913571644626
4014,NOP58,PSMD1,40.61800192464378,0.36959913571644626
4373,PREP,SMAD5,40.62699718809396,5.543987035746694
4233,PHC1,RPL23A,40.635325948223056,0.36959913571644626
2975,HMGB3,QARS,40.64404506163159,0.36959913571644626
4663,RPS25,ST13,40.64729223978479,0.36959913571644626
1432,CDK14,MID1,40.64758824548962,0.7391982714328925
3624,MAP9,ZNF75A,40.64854496440254,5.543987035746694
47,ACADSB,ATP11A,40.66044609378466,5.543987035746694
3168,HUWE1,NUS1,40.668852807262624,5.543987035746694
3314,KIAA0907,LRRC42,40.669729228433724,5.543987035746694
4782,SHOC2,WDR3,40.675283329962795,5.543987035746694
2421,EPHA1,SLC16A1,40.67751129904998,5.91358617146314
2245,EHMT1,SLC35B4,40.69099243230841,0.36959913571644626
3036,HNRNPA2B1,IDH1,40.693449812105875,5.91358617146314
4964,TECR,VDAC2,40.70690736128843,0.36959913571644626
4154,PARPBP,PPM1A,40.7076317974741,5.543987035746694
4255,PIF1,UBE2C,40.716058689154075,5.543987035746694
3305,KIAA0146,YPEL5,40.720438436585795,0.7391982714328925
4004,NKTR,TRA2B,40.72991255087811,0.36959913571644626
3881,MTHFD2,VDAC2,40.73915741482292,0.36959913571644626
4708,SCD,TMEM209,40.74842044950566,5.91358617146314
1739,COX6C,LSM7,40.75237659003725,0.36959913571644626
2876,GYG2,TDP1,40.75362992111307,0.7391982714328925
4702,SCD,SGPL1,40.761508027197536,0.36959913571644626
356,ARF6,TLK1,40.766582349282594,0.36959913571644626
55,ACAT2,FDFT1,40.76862573279203,0.36959913571644626
2223,EEF1A1,TMEM212,40.77078774644666,3.6959913571644627
3815,MRPL32,RPA2,40.77360093591551,0.36959913571644626
3485,LARS,MCM7,40.779154892631176,0.36959913571644626
3227,INSIG2,TRDMT1,40.781252957408554,5.543987035746694
446,ASMTL,TCF7L1,40.78621445895696,0.7391982714328925
4332,PPP1CB,RRP15,40.79420879596136,0.36959913571644626
3415,KRTCAP2,PPIB,40.79632324258716,5.91358617146314
440,ASCC3,SPAG9,40.80574644480837,0.7391982714328925
611,AZIN1,CPNE3,40.808424557185035,0.36959913571644626
1540,CFLAR,SEMA6A,40.81801418485311,0.36959913571644626
4106,OSTC,RPL23A,40.81866979865741,0.36959913571644626
1589,CHURC1,IFT74,40.82078725156924,0.7391982714328925
4105,OSTC,REEP5,40.830568910452925,0.36959913571644626
4253,PIAS3,ZNF670,40.83093171879251,5.543987035746694
4795,SKIL,SOX4,40.83134777465211,5.91358617146314
1562,CHCHD1,RPS23,40.83618519932313,0.36959913571644626
138,AGPAT6,ERAL1,40.836270564947256,5.543987035746694
3117,HSP90AB1,MCM7,40.83679493933299,0.36959913571644626
2045,DLG5,ERAL1,40.83729066058876,0.36959913571644626
2449,ERCC6L,RAP2A,40.84246414442359,5.543987035746694
2012,DHFR,TM9SF3,40.84306374402175,0.36959913571644626
4331,PPP1CB,RNF168,40.84366738675923,0.36959913571644626
247,ANP32E,MAP1B,40.84917430505217,0.36959913571644626
4262,PITPNA,PRKAB1,40.85437666844316,5.543987035746694
2225,EEF1A1,TUBB,40.86779396039845,0.36959913571644626
2532,FANCM,MIOS,40.8775551612445,5.543987035746694
3270,JAK1,PHC1,40.87939279129773,1.1087974071493387
2456,ETAA1,SUCLA2,40.882166108026645,5.543987035746694
2349,EIF5A2,KANK1,40.89204864093741,5.543987035746694
1788,CSDE1,UBC,40.892267777432345,0.36959913571644626
617,AZIN1,LITAF,40.89990242495596,0.36959913571644626
1370,CDCA3,NDC80,40.914790679000795,5.543987035746694
2512,FAM35A,NR2C1,40.91636783469294,5.543987035746694
3430,L1TD1,SCD,40.918215488104074,0.36959913571644626
4707,SCD,TMED10,40.91943561387084,5.91358617146314
2448,ERCC3,MTOR,40.92101457269719,5.543987035746694
651,B4GALT6,INTS10,40.92437538994828,0.7391982714328925
4801,SKIL,TMEM33,40.92601482383415,0.36959913571644626
2013,DHRS3,FTH1,40.926740421153355,5.543987035746694
3169,HUWE1,VPS13C,40.932422991084515,1.1087974071493387
2612,FRAS1,STX17,40.939671074042174,0.7391982714328925
2925,HECTD1,TM9SF3,40.94232140935848,0.36959913571644626
1821,CTSL2,SDF2,40.95932964230857,0.36959913571644626
251,ANP32E,NKTR,40.9617089673278,0.36959913571644626
3283,KAT6A,RHOQ,40.969501406440095,0.7391982714328925
227,ANO6,NCOA1,40.969830198235655,5.543987035746694
3758,MGST3,SAMD8,40.97200968475759,0.36959913571644626
965,C1orf9,WASL,40.98207197961307,5.543987035746694
66,ACIN1,P4HB,40.98662502200698,0.36959913571644626
3824,MRPS10,RPS23,40.987520482110654,5.91358617146314
1742,COX6C,PA2G4,40.98788752400071,0.36959913571644626
3140,HSP90B1,ZMPSTE24,40.98989659529805,0.36959913571644626
75,ACTG1,CTTN,40.99054199588512,0.36959913571644626
3742,MFAP2,VDAC2,40.99127776927308,0.36959913571644626
2219,EEF1A1,ST13,40.99418991639564,0.36959913571644626
1176,CCDC117,PREX2,41.0017456503464,5.543987035746694
4350,PPP1R3B,TANK,41.006013556786826,5.543987035746694
3010,HMGCS1,TLK1,41.01643995552609,5.91358617146314
1185,CCDC6,PAPOLA,41.01805080384373,0.36959913571644626
1296,CCNK,TCF7L1,41.02248778972191,5.91358617146314
2716,GAPDH,LDHA,41.02631492569307,5.91358617146314
1092,CANX,SCD,41.04024225005316,0.36959913571644626
4180,PDIA3,PDIA6,41.048198606981664,0.36959913571644626
2995,HMGCS1,MARCKS,41.04933916422467,0.36959913571644626
336,ARF6,BCAT1,41.052063411367335,0.36959913571644626
2353,ELMO2,TRAFD1,41.05336520564961,5.543987035746694
4398,PSAT1,ST13,41.05742028940442,0.36959913571644626
2695,G2E3,UQCC,41.0582440263183,0.7391982714328925
650,B4GALT4,STC1,41.064572163024124,5.543987035746694
2220,EEF1A1,STMN1,41.06651311308388,0.36959913571644626
2503,FAM173B,GTPBP10,41.07157974155402,5.543987035746694
443,ASMTL,FANCD2,41.07515541893503,0.7391982714328925
156,AKAP9,EPB41L2,41.07577009817696,0.7391982714328925
3178,ID2,UBE2C,41.07624964619089,5.543987035746694
2129,DROSHA,EDC3,41.08804453776865,5.543987035746694
470,ASPM,KIF18A,41.089188923580295,5.543987035746694
4041,NUAK1,SAMD8,41.0907786343742,0.7391982714328925
3968,NCSTN,VPS39,41.09342609095673,5.543987035746694
4553,REEP5,TRA2B,41.09606444532248,0.36959913571644626
3542,LPP,ODF2L,41.10010963801681,0.36959913571644626
3780,MKI67IP,PTMA,41.10336452078733,0.36959913571644626
160,ALDH18A1,UXS1,41.10766160502838,5.543987035746694
3167,HUWE1,MED14,41.10801319408753,0.7391982714328925
692,BCAT1,SEMA3A,41.10911706099982,0.36959913571644626
767,BPTF,MDN1,41.11820402130832,5.91358617146314
1147,CBLL1,POLE2,41.12355995221294,0.7391982714328925
4211,PFN1,PTPRS,41.13692977238373,0.36959913571644626
1926,DCUN1D4,SRP9,41.137184479053865,0.36959913571644626
1325,CD24,SLC16A1,41.137967446024575,0.36959913571644626
166,ALG10B,ARID2,41.14094102188316,0.36959913571644626
1169,CBX5,MTPAP,41.141231998025994,0.36959913571644626
1585,CHML,TIGD1,41.14224526043385,0.36959913571644626
655,BACH1,SLC19A2,41.145181360629174,5.543987035746694
3610,MACF1,TMEM212,41.14719015204715,0.36959913571644626
3738,MFAP2,RPL41,41.14921561529551,0.36959913571644626
2139,DSE,PRC1,41.15240731042746,5.543987035746694
4196,PDIA6,RG9MTD1,41.15844894887662,5.91358617146314
2489,FAM111A,TMX3,41.16122652210203,5.543987035746694
2040,DLG1,KRTCAP2,41.1652461765925,5.543987035746694
3040,HNRNPA2B1,LSM5,41.17513070199466,0.36959913571644626
1710,CORO2A,MTO1,41.17815360368021,5.174387900030248
3727,METTL17,SLC29A1,41.180597649751114,0.36959913571644626
3519,LIMA1,SUN1,41.18961498896914,5.543987035746694
2258,EIF2AK4,MTRR,41.19249210451436,5.543987035746694
4691,SAMD8,ZFP91,41.19444016525423,5.543987035746694
792,BSCL2,SYT1,41.204205829507394,0.7391982714328925
239,ANP32E,EIF4E,41.208963944635414,0.36959913571644626
2953,HJURP,TOP2A,41.21310283629197,5.543987035746694
5011,TOP2A,TRIM59,41.223642064372456,5.91358617146314
373,ARHGAP11A,TOP2A,41.23062217359109,0.36959913571644626
3562,LRRN1,PRICKLE1,41.232057218914704,0.36959913571644626
654,B4GALT6,ZNF460,41.23216462012043,5.543987035746694
3553,LRRC40,MLF1,41.23410883200282,0.36959913571644626
964,C1orf9,TRIT1,41.23690350659246,5.543987035746694
383,ARID1B,CASC5,41.24069349001887,0.7391982714328925
4010,NOP56,PNN,41.25081293340512,0.36959913571644626
339,ARF6,DCUN1D4,41.25491501416823,0.36959913571644626
3139,HSP90B1,SSR2,41.25685081085246,0.36959913571644626
3696,MED14,MTF2,41.25810086597524,5.174387900030248
2990,HMGCS1,HNRNPH1,41.26064106294681,0.36959913571644626
3548,LRAT,USP9X,41.26293573663717,0.36959913571644626
2541,FBL,PHC1,41.26648235454695,0.36959913571644626
4453,PTPLAD1,SLC16A1,41.26809700318899,0.36959913571644626
4848,SLC7A3,SPTY2D1,41.27193138708938,1.1087974071493387
3426,L1TD1,PTBP2,41.28365447932859,0.36959913571644626
4370,PRDX6,RPL41,41.294485794862965,0.36959913571644626
4923,STMN1,UBC,41.30274229671084,0.36959913571644626
4465,PTPRS,TMEM209,41.30664438169042,0.36959913571644626
3455,LAPTM4A,SLC16A1,41.30865234672839,0.36959913571644626
721,BCLAF1,TRA2B,41.30877391904391,0.36959913571644626
3418,KRTCAP2,USP47,41.31865278728994,5.91358617146314
2938,HIBCH,LRAT,41.31903763039414,0.36959913571644626
1093,CANX,SLC16A1,41.319234255368364,0.36959913571644626
1151,CBR1,PFN1,41.320144436995044,0.36959913571644626
1197,CCDC88A,VASH2,41.33007885539989,5.91358617146314
686,BCAT1,PSAP,41.35554379078337,5.91358617146314
2905,H3F3A,TPM3,41.35707905326403,0.36959913571644626
3478,LARP7,TM9SF3,41.35817041536335,0.36959913571644626
2919,HEATR1,SEMA6A,41.36038916005751,0.36959913571644626
3856,MSMO1,TMEM33,41.36744198138452,0.36959913571644626
4618,RPL41,TCF7L1,41.37162700376826,0.36959913571644626
1763,CPNE3,HYLS1,41.37418090662771,5.543987035746694
3015,HMMR,SMC2,41.38312121731504,0.36959913571644626
3811,MRPL16,RPS23,41.38507461947568,5.91358617146314
4423,PTBP1,RPL13,41.391462391874704,0.36959913571644626
233,ANP32E,BCLAF1,41.392009604255726,0.36959913571644626
186,AMOTL1,ZNF589,41.39505255704337,0.7391982714328925
2452,ERGIC2,PIGK,41.39703725498437,5.543987035746694
2723,GAPDH,PGK1,41.40135988767957,0.36959913571644626
2237,EFTUD1,QARS,41.402788613240546,0.7391982714328925
1131,CASC5,HUWE1,41.40729540147322,5.543987035746694
3011,HMGCS1,TMEM33,41.40994440237206,5.91358617146314
1802,CTSB,ESPL1,41.41128170570216,5.543987035746694
2788,GNA13,SLC25A44,41.414795321152155,5.543987035746694
3496,LBR,SCD,41.41536932377995,0.36959913571644626
4450,PTMA,TRA2B,41.418899322482346,0.36959913571644626
1549,CFLAR,ZNF621,41.42129590694153,5.543987035746694
125,AFG3L2,CERS5,41.42890264219704,5.543987035746694
2408,EP400,FLT1,41.430355305646415,0.7391982714328925
1956,DDX5,HNRNPA2B1,41.43074977906535,5.91358617146314
1478,CENPF,KPNA2,41.43989969074789,0.36959913571644626
3637,MARCKS,PPP3CA,41.443574805785104,0.36959913571644626
4076,ODF2L,SENP6,41.44720817816182,0.36959913571644626
3365,KIF23,TRIM59,41.452426571681755,5.91358617146314
3373,KIF3C,PALB2,41.46359980231871,0.7391982714328925
3363,KIF23,TOP2A,41.46418453137291,0.36959913571644626
2285,EIF3F,PTPRS,41.46508949425666,5.91358617146314
4219,PGK1,UBC,41.46936950872053,0.36959913571644626
206,ANKRD13C,TTC27,41.47026495402258,5.543987035746694
561,ATRX,SSR1,41.47224933017337,5.91358617146314
254,ANP32E,PAN3,41.47426571092617,0.36959913571644626
1170,CBX5,SALL2,41.47545145108354,0.36959913571644626
1167,CBX5,IVNS1ABP,41.479436210696335,0.36959913571644626
1622,CKAP5,ZIC2,41.47979236841081,5.91358617146314
479,ASS1,TSPAN7,41.48126698672528,5.543987035746694
3223,INO80D,TBL1XR1,41.48551434591264,0.36959913571644626
1734,COX6C,H3F3A,41.49497551634714,0.36959913571644626
1326,CD46,ELMO2,41.495677740432306,5.543987035746694
2558,FDFT1,TUBB,41.496591433105586,0.36959913571644626
3754,MGST3,NDUFA13,41.49690385308005,5.91358617146314
2515,FAM55C,SLC39A10,41.498573946283166,5.543987035746694
4834,SLC39A10,WAC,41.50033624145363,0.36959913571644626
3472,LARP7,SDF2,41.50546024009085,0.36959913571644626
973,C2orf43,MTOR,41.508207189964644,5.543987035746694
3343,KIF18A,PLK1,41.50834328514065,5.543987035746694
2026,DHX33,PSMD11,41.510071878028555,0.36959913571644626
4028,NRAS,SUCLA2,41.514193301969655,0.36959913571644626
122,AEBP2,SRP9,41.5142854835487,0.36959913571644626
4621,RPL41,UBE2V2,41.51555107968951,0.36959913571644626
2519,FAM83D,TOP2A,41.51583460993105,5.543987035746694
4962,TDRKH,ZFP82,41.51667489289492,5.543987035746694
3615,MAP1B,MARCKS,41.528786423612154,0.36959913571644626
1757,COX6C,UBE2V2,41.53004794523658,0.36959913571644626
430,ARMC1,ZFAND5,41.53050016157867,0.36959913571644626
796,BTAF1,ZCCHC17,41.53757305072925,5.543987035746694
3990,NFE2L2,UNC13B,41.53851095360017,5.543987035746694
3702,MED14,RAB21,41.544674678570935,1.1087974071493387
4979,TLK1,TRIM59,41.547267465271275,0.36959913571644626
3771,MKI67,NDC80,41.55125097474722,5.91358617146314
677,BCAT1,LAPTM4A,41.55233598402609,0.36959913571644626
2204,EEF1A1,PHC1,41.55421584945316,0.36959913571644626
384,ARID1B,CNTLN,41.5559219506185,0.7391982714328925
684,BCAT1,PNN,41.556582145275506,0.36959913571644626
2566,FEN1,PSMD11,41.558219000393294,0.36959913571644626
1249,CCNB2,DLGAP5,41.55974172660517,5.91358617146314
3787,MLLT10,NR2C1,41.58208306913369,5.543987035746694
669,BCAT1,FUBP1,41.58218440518602,5.91358617146314
4066,NUSAP1,UBE2C,41.59275750504977,0.36959913571644626
272,ANP32E,TRIM59,41.59508303514433,0.36959913571644626
2590,FKBP5,RFX5,41.59998452925436,5.543987035746694
3887,MTMR6,RPAP1,41.60557054933929,5.543987035746694
1736,COX6C,JMJD1C,41.60601219785802,0.36959913571644626
3915,MTRNR2L6,SPTBN1,41.606460405533305,0.36959913571644626
2467,ETV1,PA2G4,41.607225759172394,0.36959913571644626
3782,MKI67IP,UBE2V2,41.609503427465306,0.36959913571644626
2866,GTF2I,WAC,41.61277620909256,5.91358617146314
1945,DDX24,RBM17,41.623751406657675,0.36959913571644626
1965,DDX6,DLGAP5,41.62771984093346,0.36959913571644626
4251,PHLDB2,UQCC,41.62926219845136,0.7391982714328925
4476,PWP2,ZNF549,41.63069678573207,5.543987035746694
4389,PSAP,RPN2,41.63098963042677,0.36959913571644626
589,AURKA,G2E3,41.641070600241726,0.7391982714328925
4396,PSAT1,SLC38A1,41.64151560786411,5.91358617146314
3457,LAPTM4A,TMTC3,41.64435325232646,0.36959913571644626
3262,ITGB5,ZNF621,41.646056950719675,0.7391982714328925
4674,RRP15,TLK1,41.64798875873959,0.36959913571644626
1187,CCDC6,ZNF330,41.650147304622244,5.91358617146314
4521,RASAL2,TRAF6,41.666516379237684,5.543987035746694
3676,MCM7,RPN2,41.66672130739063,0.36959913571644626
829,BUB1,ING3,41.66734138817446,0.36959913571644626
3700,MED14,PSMD11,41.667514152557914,5.174387900030248
2538,FASTKD3,L3MBTL2,41.67059949864126,5.543987035746694
844,BUB1,UBE2C,41.67817254824202,0.36959913571644626
3273,JAM3,PARPBP,41.68632972762695,5.543987035746694
746,BOD1L,CTSL2,41.68686923173558,5.91358617146314
3278,JMJD1C,SLC38A2,41.688482008698415,0.36959913571644626
2153,DUSP3,PREPL,41.68923179007762,5.543987035746694
3728,METTL17,SLC39A14,41.6904735992043,5.91358617146314
4016,NOP58,PTMA,41.69123811329355,0.36959913571644626
4032,NSUN2,RPL13,41.693131484910836,5.543987035746694
4770,SGPL1,TMEM33,41.69999061473724,0.36959913571644626
4347,PPP1CB,TRIM59,41.706051102807265,0.36959913571644626
2359,ENAH,HMGCS1,41.706553400054155,0.36959913571644626
743,BOD1L,CCDC88A,41.70845377272278,0.36959913571644626
4748,SET,TLK1,41.70846135351232,0.36959913571644626
63,ACBD3,MFSD8,41.71051970323915,5.543987035746694
1088,CANX,MGST1,41.717182662035725,0.36959913571644626
3638,MARCKS,PTMA,41.718403198790014,0.36959913571644626
3730,METTL8,PGAP1,41.722028181199725,5.543987035746694
4838,SLC39A14,TGOLN2,41.7239545678132,0.36959913571644626
951,C18orf54,CALB1,41.72589356479095,5.543987035746694
370,ARHGAP11A,PLK1,41.72655245866555,5.91358617146314
3988,NEDD1,ZNF614,41.728570901027,0.7391982714328925
4537,RBPJ,TMEM33,41.73217528581155,0.36959913571644626
1582,CHML,ODF2L,41.73832497689285,5.91358617146314
168,ALG10B,CCDC14,41.73982885276162,0.36959913571644626
896,BZW1,MARCKS,41.750835697540566,0.36959913571644626
3573,LSM7,PFN1,41.75467579013842,0.36959913571644626
823,BUB1,CKAP5,41.76109282627675,0.36959913571644626
3439,L1TD1,TMTC3,41.7678638399044,0.36959913571644626
3816,MRPL32,SHMT2,41.76998379557949,0.36959913571644626
4487,RAB3B,TMEM212,41.77112422385919,0.36959913571644626
3088,HNRNPH1,SKIL,41.77442122851461,0.36959913571644626
2520,FAM84B,KBTBD2,41.77904737114453,5.543987035746694
4410,PSMB2,TAF7,41.780786066499644,5.91358617146314
2002,DHCR24,SCD,41.78561053841579,0.36959913571644626
3217,ING3,ZBED5,41.78784564061852,0.36959913571644626
4736,SERINC1,SMC2,41.792023220188895,0.36959913571644626
2607,FRAS1,HOMER1,41.797045873070346,5.543987035746694
3113,HSD17B4,PHB2,41.79710428997377,0.36959913571644626
1045,CALM2,KPNA2,41.809066199288786,0.36959913571644626
3488,LARS,RPL23A,41.811051801805704,5.91358617146314
1377,CDH1,CTSC,41.81573525200188,5.91358617146314
4668,RPS25,VDAC2,41.82005672356957,5.91358617146314
4307,PNRC2,TMEM33,41.820672286478924,0.36959913571644626
1446,CENPE,CKAP2,41.822130871701184,0.36959913571644626
581,AURKA,CDK1,41.831419427979476,5.543987035746694
2488,FAM111A,PROM1,41.83914708045814,0.7391982714328925
1706,COQ9,NUAK1,41.842697972661696,5.543987035746694
4433,PTBP2,TBL1XR1,41.84518771275773,0.36959913571644626
517,ATG9A,ZNF239,41.85270417603759,0.7391982714328925
4109,OSTC,SF3B2,41.85323829758608,5.91358617146314
390,ARID2,GALNT1,41.85828221746208,5.91358617146314
79,ACTG1,FDFT1,41.87022113760839,5.91358617146314
2682,G2E3,MKI67,41.87133596692503,0.36959913571644626
3605,MACF1,ODF2L,41.87477349830639,0.36959913571644626
34,ABI2,USP9X,41.87662947877331,0.36959913571644626
1332,CDC20,DLGAP5,41.87917691491899,0.36959913571644626
4452,PTMA,XRN2,41.88570301454213,0.36959913571644626
1905,DCTN1,PARP8,41.892808575501135,0.7391982714328925
1654,CMC2,LARP7,41.89673614843376,0.36959913571644626
2646,FUBP1,HSPA5,41.910261006996286,0.36959913571644626
1440,CEBPZ,GNL3,41.91171708448931,0.36959913571644626
267,ANP32E,TBL1XR1,41.916316569347906,0.36959913571644626
1157,CBS,ST6GAL1,41.920279502632845,0.7391982714328925
2453,ERLIN1,KBTBD2,41.92051204801103,0.7391982714328925
4048,NUP205,PIAS3,41.92522568087201,5.543987035746694
4267,PJA2,WDR48,41.933320500991556,0.7391982714328925
3722,MEST,NOP58,41.93918037369326,5.91358617146314
1756,COX6C,ST13,41.940233247926905,0.36959913571644626
4176,PDCD11,PRPF4,41.94094616054308,5.543987035746694
3086,HNRNPH1,SET,41.944062508752644,5.91358617146314
3964,NCAPG2,TTC27,41.94453862029962,0.7391982714328925
2455,ESCO2,PA2G4,41.944674460136646,0.36959913571644626
431,ARNT,DHRS3,41.94490741013459,1.1087974071493387
4228,PHB2,PTPRS,41.94854561792717,0.36959913571644626
2527,FANCD2,ZNF239,41.957406518288245,5.543987035746694
1282,CCNG1,USP9X,41.960667211530996,0.36959913571644626
2872,GXYLT1,IFNAR1,41.96080679571041,0.7391982714328925
1667,CNOT8,FBXO38,41.96086649800946,0.7391982714328925
2839,GRB10,ZNF689,41.96338520539366,5.543987035746694
4345,PPP1CB,TMTC3,41.96721851390565,0.36959913571644626
714,BCLAF1,NOP58,41.96864655671102,0.36959913571644626
328,APLP2,PDIA6,41.9686614118849,0.36959913571644626
4334,PPP1CB,SET,41.969753802319055,0.36959913571644626
349,ARF6,RNF168,41.97042187143326,0.36959913571644626
2525,FANCD2,PAPD4,41.97146782686998,5.543987035746694
3210,IKBKAP,PFKM,41.98552947393929,5.543987035746694
3960,NCAPD2,TOP2A,41.99137320561042,5.543987035746694
