,gene1,gene2,cost,psi
2131,DROSHA,VSNL1,50.66178595922787,0.7391982714328925
1934,DDAH1,SOX4,50.66200601783973,5.91358617146314
3736,MFAP2,RPL13,50.66258359364181,0.36959913571644626
4909,SRSF6,TMEM33,50.66681240850964,0.36959913571644626
2971,HMG20A,L3MBTL3,50.668889858144475,5.543987035746694
4730,SEP15,ST13,50.67999659326595,0.36959913571644626
2369,ENAH,PPP3CA,50.68776313671157,0.36959913571644626
4143,PAPSS1,ST13,50.69247635141671,5.91358617146314
4634,RPL7,UBE2V2,50.69539556302577,0.36959913571644626
3464,LARP7,PHF17,50.69811539519388,0.36959913571644626
2043,DLG1,RPL41,50.69947317157076,5.543987035746694
4614,RPL41,SETD5,50.70377978115435,0.36959913571644626
2556,FDFT1,MSMO1,50.703802928063396,0.36959913571644626
266,ANP32E,SRSF6,50.70724184104402,5.91358617146314
1276,CCNG1,SLC38A1,50.71369375381181,0.36959913571644626
4725,SEMA6A,SLC38A2,50.72052008407685,0.36959913571644626
2540,FASTKD5,RICTOR,50.72381934912449,5.543987035746694
1389,CDH3,SCAF11,50.72409246259185,5.543987035746694
1345,CDC42BPA,NQO1,50.72900403848209,0.36959913571644626
4435,PTBP2,TMEM245,50.732298891760806,0.36959913571644626
3601,M6PR,TTC35,50.740308807305276,5.543987035746694
946,C16orf72,L1TD1,50.74872379441204,5.543987035746694
3453,LAPTM4A,PSAP,50.755593906262284,0.36959913571644626
488,ASTN2,KRI1,50.76263854944112,5.543987035746694
4824,SLC38A2,TM9SF3,50.76667846931931,0.36959913571644626
1931,DCUN1D4,TOP2A,50.769606266423615,5.543987035746694
3524,LIN28B,UGP2,50.77192580785848,5.91358617146314
4160,PCK2,PSAT1,50.77511179105323,5.543987035746694
1693,COPB1,NUP205,50.78614262819601,0.36959913571644626
3207,IGDCC4,TMEM33,50.78714666982389,5.543987035746694
872,BUB3,NUSAP1,50.810462690478,0.36959913571644626
1227,CCNB1,MKI67,50.81556532885468,0.7391982714328925
3720,MESDC2,PPIB,50.82565080602007,5.91358617146314
419,ARL6IP1,TCF12,50.829553681031236,5.543987035746694
3172,HYLS1,NUSAP1,50.830258888028645,0.7391982714328925
2740,GARS,HMGB3,50.83807252854024,5.91358617146314
547,ATP6V1B2,CKAP5,50.84984121909431,5.91358617146314
740,BNIP3L,ID2,50.85421218255527,5.174387900030248
1697,COPB2,IDE,50.86022024462493,5.543987035746694
399,ARID2,SOX11,50.86364233205853,0.36959913571644626
948,C16orf72,TLK1,50.86547489724148,5.174387900030248
1213,CCNB1,CKAP2,50.8686248625404,0.36959913571644626
2785,GMFB,PSAT1,50.880135262090164,0.36959913571644626
376,ARHGAP12,PPP3CA,50.881548753497526,5.543987035746694
1097,CAPRIN1,MARCKS,50.88643641786095,0.36959913571644626
1085,CANX,EPCAM,50.88853049268012,0.36959913571644626
2392,ENO1,LPP,50.89978828775097,2.587193950015124
1355,CDC6,METAP2,50.911175048803536,0.36959913571644626
1692,COPA,PSMD11,50.912214677113596,0.36959913571644626
4651,RPS23,SETD3,50.91767840892767,0.36959913571644626
2100,DOCK1,SEC31A,50.918141459347574,0.7391982714328925
575,AURKA,BUB3,50.92343119459461,5.543987035746694
657,BAZ1A,HIAT1,50.92378330627955,0.7391982714328925
3825,MRPS10,RPS25,50.928337220583565,0.36959913571644626
4633,RPL7,TMEM33,50.93588924024684,3.6959913571644627
3019,HMMR,UBE2H,50.941651042845535,0.7391982714328925
1003,C6orf211,SYPL1,50.94635923535849,0.36959913571644626
2098,DNMT3B,RAI14,50.94770476605927,5.91358617146314
2344,EIF5,RPL13,50.9479709669404,0.36959913571644626
2932,HEPH,RFC5,50.95785323050364,5.543987035746694
1561,CHCHD1,RPL7,50.9706206562227,5.91358617146314
1206,CCNB1,CCNF,50.976421648604344,1.1087974071493387
2277,EIF3A,PEX19,50.98034154447279,5.91358617146314
4856,SMC1A,SPATA5,50.98076126394943,0.7391982714328925
4478,RAB18,TCF7L2,50.98101456833951,5.91358617146314
152,AKAP12,HNRNPH1,50.984593449577076,0.36959913571644626
3229,INSR,MYO6,50.98796022191424,1.1087974071493387
4572,RNF168,SET,50.99305897242792,5.91358617146314
2128,DPYSL2,ZNF519,50.99418533211266,5.174387900030248
4227,PHACTR2,SMAD2,50.99436247720115,0.36959913571644626
3370,KIF2C,NUSAP1,51.002958265345875,0.7391982714328925
5020,TPX2,UBE2C,51.012911165833046,0.36959913571644626
3583,LUC7L,MARCH7,51.01622478181772,5.91358617146314
1694,COPB1,PAPSS1,51.01761249943884,5.91358617146314
2463,ETNK1,SPCS3,51.0250863432096,0.36959913571644626
67,ACIN1,SF3B2,51.026118266790704,0.36959913571644626
4516,RAP2C,SRP9,51.03277554405506,5.91358617146314
4008,NOL11,SUCLA2,51.03521530502944,5.91358617146314
2976,HMGB3,SPIN1,51.036165749011246,5.91358617146314
5042,USP7,VDAC2,51.04901545771657,0.36959913571644626
1171,CBX5,SNX27,51.05550502936696,0.36959913571644626
4632,RPL7,TCEAL8,51.091700611592294,0.36959913571644626
2365,ENAH,MSMO1,51.09534189351516,0.36959913571644626
4357,PPP3CA,SKIL,51.096330614390645,5.91358617146314
3899,MTRNR2L6,NOP56,51.098554946261615,5.543987035746694
1098,CAPZA1,DCUN1D4,51.09983594221217,0.36959913571644626
4279,PLK1,SPAG5,51.10847385359204,5.543987035746694
3812,MRPL16,SHMT2,51.109922686408275,0.36959913571644626
3404,KPNA2,ZNF165,51.123139474215954,0.7391982714328925
3591,LUC7L3,SLC38A1,51.12512463112746,5.91358617146314
4058,NUSAP1,PRC1,51.13233321719018,5.543987035746694
3360,KIF23,PRRC2B,51.14394039506227,0.7391982714328925
1214,CCNB1,CKAP5,51.1441797046764,0.36959913571644626
1037,CALM2,DLGAP5,51.14431351854221,0.36959913571644626
1365,CDCA2,KPNA2,51.14601577650167,0.7391982714328925
843,BUB1,TPX2,51.16235948907228,0.36959913571644626
4610,RPL23A,ZBTB8OS,51.16718752722365,0.36959913571644626
2632,FTL,RPL23A,51.17811297993579,0.36959913571644626
895,BZW1,LRRC40,51.18636092933922,0.36959913571644626
1472,CENPF,DLGAP5,51.19491303562804,5.91358617146314
4086,OMA1,TTI1,51.20136689745324,5.543987035746694
3064,HNRNPF,HSP90AB1,51.20305303965979,0.36959913571644626
2843,GSPT1,RBM17,51.218922598690845,5.543987035746694
4745,SET,SYNJ2BP,51.225436597521714,0.36959913571644626
2117,DPYSL2,HIBCH,51.234111222999275,0.36959913571644626
110,ADNP2,MLH1,51.23553591595349,5.543987035746694
4309,PNRC2,ZBED5,51.24041903454626,5.543987035746694
2812,GOLT1B,MEST,51.24318063195088,0.36959913571644626
2587,FKBP2,RPL23A,51.2627548344782,0.36959913571644626
92,ACVR2B,KIF20B,51.26634259798693,5.91358617146314
1175,CCAR1,ZRANB2,51.27219162288266,5.91358617146314
1397,CDK1,FAM83D,51.27456800060956,0.7391982714328925
3502,LBR,TNPO3,51.28112016609737,0.36959913571644626
2949,HJURP,KIF23,51.28602791954303,5.543987035746694
2776,GLG1,P4HB,51.286625967365964,0.36959913571644626
3724,METAP2,ZNF317,51.2908193486362,5.543987035746694
3107,HNRPDL,USP46,51.30184080753259,5.543987035746694
164,ALDH9A1,C6orf106,51.31216145341375,5.543987035746694
4696,SBNO1,TARDBP,51.317204574323476,5.91358617146314
2912,HBP1,SETX,51.32971736359267,5.543987035746694
3853,MSMO1,STAM,51.33400254138909,0.7391982714328925
856,BUB3,CENPE,51.34409608212183,0.36959913571644626
2505,FAM178A,HN1L,51.347959730055365,5.543987035746694
2967,HLTF,SHMT2,51.34881132113445,0.36959913571644626
2950,HJURP,KPNA2,51.36142898130673,5.543987035746694
4365,PPT1,SFRP1,51.3618967803226,0.36959913571644626
3340,KIF18A,KPNA2,51.364661476479405,0.7391982714328925
1855,CXADR,MAPK1IP1L,51.36626367829419,5.91358617146314
4185,PDIA3,SEC11A,51.36798872436682,0.36959913571644626
1835,CTTN,SOX11,51.37200486786558,0.36959913571644626
4217,PGK1,RPA2,51.382348039182574,5.91358617146314
4666,RPS25,TSTD1,51.38786926250528,0.36959913571644626
126,AGK,MARCKS,51.38912103101372,0.7391982714328925
4480,RAB21,SSR1,51.4006184532441,5.91358617146314
4888,SPCS1,TMED10,51.40320123845421,0.36959913571644626
726,BECN1,GFM1,51.404752220142115,0.7391982714328925
1420,CDK1,SRP9,51.40593690810065,0.36959913571644626
2714,GAPDH,JMJD1C,51.406731230882265,2.587193950015124
3021,HN1L,MRPS7,51.41373251986567,0.36959913571644626
1921,DCUN1D4,RAP2C,51.420381315424336,0.36959913571644626
4009,NOP56,PDIA4,51.42637700233007,0.36959913571644626
2772,GLDC,GNA13,51.43013996071973,0.7391982714328925
1081,CANX,COX20,51.43740035210701,0.36959913571644626
3203,IGDCC4,SCAF11,51.43925972382702,5.543987035746694
28,ABHD10,GTF2H1,51.43980459028945,5.543987035746694
2961,HLTF,NARS,51.45193824136681,0.36959913571644626
4873,SOX11,ZFAND6,51.46122393840887,0.36959913571644626
1382,CDH1,PPT1,51.472542461222844,0.36959913571644626
1094,CANX,SLC30A7,51.4738621210274,5.91358617146314
2739,GARS,HDAC8,51.47818532686426,5.174387900030248
1237,CCNB1,SPAG5,51.48106465044116,5.543987035746694
2227,EEF1A1,UBE2V2,51.4866940497041,0.36959913571644626
1909,DCTN4,KIF23,51.490687512263435,5.543987035746694
253,ANP32E,NTS,51.497200717691925,5.543987035746694
2384,ENAH,TMTC3,51.50224609456245,0.36959913571644626
1790,CSE1L,UBE2V2,51.508605100386525,0.36959913571644626
1405,CDK1,KIF20A,51.531066697564604,1.1087974071493387
5006,TNPO1,ZRANB2,51.53306620378704,0.36959913571644626
449,ASNS,MARS,51.53866542289024,0.36959913571644626
4238,PHF17,TBL1XR1,51.54013613550453,5.91358617146314
2561,FEN1,HNRNPF,51.54289295274276,0.36959913571644626
3831,MRPS25,SPRED1,51.54963976891926,5.543987035746694
3971,NDC80,NUSAP1,51.55103755537104,0.36959913571644626
417,ARL6IP1,SGOL2,51.56807343216008,0.7391982714328925
1025,CALB1,MSMO1,51.575724823834854,0.7391982714328925
171,ALG10B,LPP,51.586842770046395,5.91358617146314
2494,FAM135A,HMGCS1,51.58707334529645,1.1087974071493387
3454,LAPTM4A,SDCBP,51.60585837923228,5.91358617146314
1443,CEBPZ,RPL23A,51.617733595257064,0.36959913571644626
1982,DEPDC1,NUSAP1,51.61938372181769,5.543987035746694
3402,KPNA2,UBE2H,51.62024656649197,5.543987035746694
3648,MARCKS,SRSF6,51.622059927598826,0.36959913571644626
2042,DLG1,RBM27,51.62377959547448,0.7391982714328925
3982,NDUFA13,SKP1,51.63305997650795,0.36959913571644626
389,ARID1B,TLK1,51.63331913905798,5.543987035746694
2875,GYG1,UGP2,51.6416451821243,5.543987035746694
3609,MACF1,TIGD1,51.64420765536759,0.36959913571644626
1833,CTTN,PTPRS,51.645580102780045,0.36959913571644626
3067,HNRNPF,WDR3,51.646599813933385,5.91358617146314
3503,LCLAT1,SLC30A6,51.651130662160156,5.543987035746694
1375,CDCA7,PSAT1,51.65870612605319,5.91358617146314
2986,HMGCR,SLC35B4,51.66628084480534,0.7391982714328925
2317,EIF4E,LIN28B,51.667879120054714,0.36959913571644626
3234,INTS4,WDR36,51.67163799316271,5.174387900030248
1218,CCNB1,ECT2,51.68783702965694,5.91358617146314
2761,GINS2,SFRP1,51.69283983297211,0.36959913571644626
1682,COL1A2,XPO1,51.69313422021061,1.1087974071493387
2096,DNMT3B,MAT2A,51.69470903529421,0.36959913571644626
4525,RBBP8,ZFP36L2,51.70729246800017,5.543987035746694
1501,CENPK,UBE2V2,51.726989600429235,0.36959913571644626
2491,FAM117B,TMEM47,51.72771943205283,0.7391982714328925
3477,LARP7,ST13,51.72773316632723,0.36959913571644626
1695,COPB1,RPAP1,51.75408567021605,5.543987035746694
1957,DDX5,MARCKS,51.76086234555376,0.36959913571644626
2405,ENO2,SALL2,51.76149721827558,5.174387900030248
1570,CHD7,SLC6A15,51.77346849551389,5.543987035746694
1947,DDX24,TXLNA,51.77438808563857,0.36959913571644626
2022,DHX33,FUBP1,51.77517654328946,0.36959913571644626
2970,HLTF,USP9X,51.77605082581423,5.91358617146314
2257,EIF1AY,VOPP1,51.78926293492746,5.543987035746694
4926,STMN1,ZNF146,51.799054454556945,5.91358617146314
3849,MSMO1,SET,51.812554138520134,0.36959913571644626
354,ARF6,TCF7L2,51.82633278685567,0.36959913571644626
4892,SPTBN1,TMEM128,51.828659778876286,5.543987035746694
3528,LITAF,LRRC40,51.83500390857573,5.543987035746694
2343,EIF5,PTPRS,51.84316496492866,5.91358617146314
528,ATP13A3,DAXX,51.84513695900936,0.7391982714328925
4796,SKIL,SRSF6,51.847139553375484,0.36959913571644626
1949,DDX3X,SKP1,51.84853492007305,5.91358617146314
1165,CBX5,HSPA8,51.85355259633859,0.36959913571644626
4187,PDIA4,PPIB,51.85576436170337,0.36959913571644626
3489,LARS,RPL7,51.85846927362851,5.91358617146314
3450,LANCL1,RAB2A,51.866941361198755,5.543987035746694
1699,COPB2,SUN1,51.875577906602544,0.7391982714328925
952,C18orf54,HNRNPH1,51.900966563547904,5.543987035746694
2312,EIF4B,TDGF1,51.901654105985315,0.36959913571644626
4914,ST13,VMP1,51.90910318223561,0.36959913571644626
4355,PPP3CA,SGPL1,51.91668875878449,5.91358617146314
3093,HNRNPH1,SRSF6,51.91913845055651,5.91358617146314
2675,FXYD5,VCAN,51.92639102668878,5.91358617146314
996,C5orf51,COPB2,51.92941620929629,5.543987035746694
2316,EIF4E,KIF20B,51.930339479800956,0.36959913571644626
2173,ECT2,KPNA2,51.93560068182804,5.91358617146314
3569,LSM5,SSR2,51.93950254634825,5.91358617146314
709,BCL11A,TCF7L2,51.94383492458832,5.91358617146314
411,ARL6IP1,DLGAP5,51.94722942770584,5.91358617146314
1089,CANX,MSMO1,51.948697230089735,0.36959913571644626
279,ANXA3,METAP2,51.95316568856667,0.7391982714328925
1823,CTTN,DHCR24,51.965710863619684,0.36959913571644626
3364,KIF23,TPX2,51.965798912106656,0.36959913571644626
999,C5orf51,RBM27,51.97093240430354,0.7391982714328925
969,C20orf111,RPL41,51.97491701711339,0.36959913571644626
2046,DLG5,MARCH7,51.97668895945957,5.543987035746694
4825,SLC38A2,TRDN,51.98116412135462,0.36959913571644626
1385,CDH1,UBE4A,51.989066464546426,0.36959913571644626
2082,DNM1L,NARS,51.990117827922575,0.36959913571644626
3349,KIF20A,NUSAP1,51.99056468365155,5.543987035746694
1209,CCNB1,CDK1,51.995715925307145,0.36959913571644626
5031,TRIM59,UBTF,51.99772554931089,0.7391982714328925
23,ABCE1,PAPOLA,52.00206378171292,0.36959913571644626
1894,DCP2,DYNC1H1,52.00427103702734,0.36959913571644626
1107,CAPZA1,MTPAP,52.00599951005603,0.36959913571644626
2817,GOLT1B,TRIM33,52.017023388857126,5.543987035746694
3797,MMS22L,ZNF830,52.01740890864041,5.543987035746694
2155,DUSP6,L1TD1,52.02938167224791,0.36959913571644626
4200,PDP1,VCAN,52.032742654103075,1.1087974071493387
4281,PLK1,TPX2,52.03548909287238,0.36959913571644626
1055,CALM2,SMAD2,52.036251007550504,0.36959913571644626
1084,CANX,ELOVL5,52.03887144152435,0.36959913571644626
1256,CCNB2,ZNF260,52.03916150041912,0.7391982714328925
3284,KAT7,SNX27,52.04211096033234,0.36959913571644626
2988,HMGCR,TLK1,52.04643534380117,0.36959913571644626
2880,H3F3A,LUC7L,52.0465741419527,0.36959913571644626
3441,L1TD1,TUBB,52.046696513136304,0.36959913571644626
2428,EPS15,PUM2,52.04890059828671,0.7391982714328925
3513,LDHA,TKT,52.060854729387636,0.36959913571644626
1940,DDX11,SKA2,52.06428260161967,5.543987035746694
2643,FTSJ3,ZNF689,52.06661515434359,5.543987035746694
1508,CEP170,KPNA2,52.06782268090448,5.543987035746694
2478,EZR,OLFML3,52.071713751591766,5.543987035746694
3611,MACF1,VCAN,52.072659620432354,0.36959913571644626
2969,HLTF,UGP2,52.08560272234041,5.91358617146314
1482,CENPF,NSRP1,52.08883283292753,5.543987035746694
3251,IREB2,RAB3D,52.09283743288715,5.543987035746694
4128,PAK1,PEX2,52.095597292371984,5.543987035746694
3094,HNRNPH1,SYNJ2BP,52.10703701831924,0.36959913571644626
4239,PHF20,RPS23,52.11210613603679,5.91358617146314
2764,GINS3,TMEM106C,52.11344210081049,5.174387900030248
2965,HLTF,RPS23,52.12476463745505,0.36959913571644626
1771,CREBZF,UBE2V2,52.128360054795834,0.7391982714328925
1448,CENPE,DEPDC1,52.128713276393874,5.543987035746694
1948,DDX3X,EEF1A1,52.13034061798595,0.36959913571644626
4063,NUSAP1,TPX2,52.13047358334958,0.36959913571644626
2628,FTL,PGK1,52.13100164795409,0.36959913571644626
3101,HNRNPH1,VSIG10,52.13970551053934,0.36959913571644626
2171,ECD,PSAT1,52.14450722812665,0.36959913571644626
2698,GABRB3,KNTC1,52.14976514096175,5.543987035746694
3183,IDI1,MSMO1,52.161321296146454,0.36959913571644626
4890,SPTBN1,SSR2,52.17118426685838,0.36959913571644626
2815,GOLT1B,SRP9,52.18071628567142,0.36959913571644626
966,C20orf11,FNBP1L,52.18669941099986,5.543987035746694
2991,HMGCS1,HSPA8,52.18734268103247,0.36959913571644626
4536,RBPJ,SRSF6,52.19046946129241,0.36959913571644626
4764,SGOL2,TPX2,52.20371508881229,5.543987035746694
1061,CALM2,UBE2C,52.2078777977013,0.36959913571644626
4948,TBL1XR1,TNRC6B,52.20813799542754,5.543987035746694
3368,KIF23,ZNF165,52.20874972437055,5.543987035746694
394,ARID2,PAN3,52.216087624797176,5.91358617146314
1269,CCNG1,GOLT1B,52.22542063576839,0.36959913571644626
4687,SALL2,SBNO1,52.235369902098434,5.91358617146314
3165,HSPH1,SRSF6,52.24450927566916,0.36959913571644626
4054,NUP93,XPO6,52.24552516587855,5.543987035746694
4781,SHMT2,SLC38A1,52.24713072464894,5.91358617146314
2760,GINS2,RPS25,52.25659584844183,5.91358617146314
4244,PHGDH,SHMT2,52.273298692732006,0.36959913571644626
1566,CHD4,DOCK1,52.273362212837554,0.7391982714328925
1632,CLDND1,DCP2,52.280825455049445,0.36959913571644626
5032,TRIM59,VSIG10,52.281773672855664,0.36959913571644626
3181,IDH1,YARS,52.287773133613705,0.36959913571644626
1460,CENPE,SIKE1,52.29721262046467,0.36959913571644626
4011,NOP56,RAB21,52.299954505015734,5.91358617146314
4167,PCNA,TMED10,52.30782198106438,5.91358617146314
1052,CALM2,PPP1CB,52.3104121536661,0.36959913571644626
1635,CLIC4,ZNF451,52.32219155095972,0.36959913571644626
2780,GLMN,HNRNPA2B1,52.33727641520435,5.91358617146314
4017,NOP58,PUM2,52.370232571537514,0.36959913571644626
1493,CENPJ,IQGAP1,52.37497724250577,5.543987035746694
3081,HNRNPH1,RAB21,52.377495928046535,5.91358617146314
1343,CDC27,KPNA2,52.38181987553723,0.7391982714328925
483,ASTN2,CHML,52.39357769942845,0.36959913571644626
912,C10orf46,XRN2,52.420573488231675,0.36959913571644626
1660,CMTM6,LPP,52.422997043228655,5.543987035746694
4039,NTS,TMTC3,52.42677463310702,5.543987035746694
2028,DHX33,TUBB,52.431241096324406,0.36959913571644626
4354,PPP3CA,RAP2C,52.4516065085803,0.36959913571644626
1551,CGGBP1,NARS,52.4570183784328,5.543987035746694
1451,CENPE,HJURP,52.467332134529485,5.543987035746694
1859,CXADR,PPP1CB,52.47248028776459,0.36959913571644626
3071,HNRNPH1,MSMO1,52.47632207053804,0.36959913571644626
3620,MAP1B,ZNF682,52.47926878873392,5.543987035746694
2280,EIF3F,EIF5,52.48094061231335,5.543987035746694
3959,NCAPD2,SPAG5,52.48711963968635,5.543987035746694
4570,RMND5A,TLK1,52.48860116134855,5.91358617146314
4555,RFFL,SMARCAD1,52.4888617407114,5.543987035746694
615,AZIN1,EEF1A1,52.494556568963155,5.91358617146314
1438,CEBPZ,EPS15,52.49554637406477,0.7391982714328925
572,ATXN10,RRP15,52.49625170477813,5.91358617146314
4640,RPN1,SNRNP200,52.503113508765686,5.91358617146314
130,AGL,OSBPL9,52.50450384364688,0.7391982714328925
3387,KPNA2,NEK2,52.51204050898494,5.174387900030248
4358,PPP3CA,SOX11,52.518600260360046,0.36959913571644626
1620,CKAP5,TPX2,52.52124266426062,5.91358617146314
1462,CENPE,TBL1XR1,52.52531941669978,0.36959913571644626
5041,UGP2,ZFP36L2,52.5356519836602,5.91358617146314
1309,CD164,CD24,52.540112287378975,0.36959913571644626
1927,DCUN1D4,SRSF6,52.54042109014697,0.36959913571644626
230,ANP32E,ARHGAP12,52.545866075719196,5.543987035746694
3366,KIF23,TTC39C,52.5511501515496,5.543987035746694
1401,CDK1,ING3,52.55150957549307,5.543987035746694
2893,H3F3A,PTRH2,52.57570693592003,5.91358617146314
661,BAZ1B,PPIB,52.58394190075541,0.36959913571644626
3007,HMGCS1,SOX11,52.58581834871003,0.36959913571644626
806,BTF3L4,EEF1A1,52.58746872466011,0.36959913571644626
1555,CHCHD1,CUL5,52.58940185217841,5.91358617146314
3795,MMS22L,RBBP4,52.5914731199523,0.36959913571644626
2460,ETNK1,SKIL,52.60457939000405,0.36959913571644626
2400,ENO1,SLC39A10,52.60867445124096,2.587193950015124
2927,HELLS,MST4,52.620467582910834,0.7391982714328925
4146,PAPSS1,VSNL1,52.63410849693482,0.36959913571644626
12,ABCA1,YARS,52.65114847482646,0.36959913571644626
4225,PHACTR2,SKIL,52.652475832264315,5.91358617146314
2000,DHCR24,HMGCS1,52.65651134107267,0.36959913571644626
809,BTF3L4,MRPS10,52.666300396255885,0.36959913571644626
355,ARF6,TGFBR1,52.67347715581944,0.36959913571644626
822,BUB1,CDK1,52.67655207360055,5.543987035746694
303,AP3S1,SRP9,52.68865391981408,5.91358617146314
1491,CENPF,UBE2C,52.70269661834693,5.91358617146314
3733,MFAP2,PFN1,52.707550895829236,0.7391982714328925
778,BRD2,SARS,52.70994609419731,5.543987035746694
3152,HSPA8,HSPH1,52.741728384603086,0.36959913571644626
3998,NIPBL,SLC7A8,52.746875153596754,5.543987035746694
858,BUB3,CKAP2,52.748755006615774,5.91358617146314
1854,CXADR,LAPTM4A,52.749819951881314,0.36959913571644626
2149,DTL,MCM7,52.77010734204125,5.543987035746694
1732,COX6C,EEF1A1,52.78665101769636,0.36959913571644626
3124,HSP90AB1,SHMT2,52.79064953883347,5.91358617146314
2900,H3F3A,SETD5,52.79424662663046,0.36959913571644626
735,BNC2,TLK1,52.80677216130432,5.174387900030248
326,APLP2,LAPTM4A,52.807353657690236,0.36959913571644626
2631,FTL,PTMA,52.80745173134111,5.91358617146314
5043,USP9X,VCAN,52.8105992845717,0.36959913571644626
1798,CTGF,FBL,52.811156910631595,5.543987035746694
4694,SATB1,TRIM24,52.81479346778042,0.7391982714328925
1698,COPB2,IQCB1,52.81530670784021,5.543987035746694
1005,C6orf62,CXADR,52.81577592777153,0.36959913571644626
4975,TKT,TUBB,52.81752003115353,0.36959913571644626
3643,MARCKS,SDCBP,52.81810800674142,5.91358617146314
2326,EIF4E,RAP2C,52.818575251150506,5.91358617146314
2810,GOLT1B,HNRNPA2B1,52.818812035827314,5.91358617146314
4367,PRC1,TRIM59,52.82362490325941,5.543987035746694
4937,SYNJ2BP,VSIG10,52.8262068660379,5.91358617146314
129,AGL,LPP,52.83110368144564,0.7391982714328925
687,BCAT1,RAP2C,52.83177576203931,5.91358617146314
4542,RDH11,RPN2,52.8399507389479,0.36959913571644626
118,AEBP2,PHACTR2,52.84512002925379,5.91358617146314
2730,GAPDH,SLC39A10,52.84567023916205,2.587193950015124
3845,MSMO1,RBPJ,52.85346240661211,0.36959913571644626
1366,CDCA2,TRIM59,52.856137615421225,5.543987035746694
4676,RRP15,TNRC6B,52.86039394576778,5.543987035746694
3383,KPNA2,MELK,52.86834626825213,5.543987035746694
612,AZIN1,DDX5,52.87310946662934,5.91358617146314
847,BUB1B,DLGAP5,52.89182405778131,5.543987035746694
790,BRWD1,ZFP42,52.90209808508317,5.543987035746694
2196,EEF1A1,MTHFD2,52.90509986224156,0.36959913571644626
2687,G2E3,SPAG5,52.90695921597347,5.543987035746694
4420,PSMD2,SLC20A1,52.9103728784305,0.36959913571644626
4067,NUSAP1,UBE2H,52.91506114151814,5.543987035746694
2238,EFTUD2,MAT2A,52.91856948306707,5.543987035746694
1422,CDK1,STYX,52.92770374109215,5.543987035746694
31,ABI2,DAP3,52.94649364618209,5.91358617146314
1224,CCNB1,KIF23,52.954233709706955,0.36959913571644626
3190,IDI1,TXLNA,52.955508727452866,0.36959913571644626
2348,EIF5,UQCRC1,52.98130155756418,5.91358617146314
1918,DCUN1D4,NCAPG,52.989530945311664,0.36959913571644626
991,C4orf21,POLR3G,52.9910151074795,5.543987035746694
630,B3GNT7,PTGFRN,53.00469867902098,5.543987035746694
4422,PSMD2,YARS,53.015191165380024,0.36959913571644626
4606,RPL23A,TRDN,53.01541538888218,5.91358617146314
2767,GJA1,PLEKHA5,53.0237629958373,0.36959913571644626
600,AURKA,TLK1,53.03315530779345,0.7391982714328925
3017,HMMR,TPX2,53.03632488705131,0.36959913571644626
3666,MBOAT1,RB1CC1,53.036383947468416,0.36959913571644626
1220,CCNB1,HMMR,53.03987884979386,5.543987035746694
3301,KDM5A,ZFP42,53.04567446809345,5.543987035746694
2980,HMGCR,L1TD1,53.048990699650844,0.36959913571644626
1252,CCNB2,PPM1B,53.06663762260946,0.7391982714328925
4495,RABGAP1L,SLC38A2,53.07006119486352,5.91358617146314
1392,CDK1,CEP170,53.074620488820415,5.543987035746694
1110,CAPZA1,PPP3CA,53.08459916354365,5.91358617146314
4494,RABGAP1L,RNF213,53.087719436897366,5.543987035746694
2567,FEN1,WDHD1,53.090704813455524,5.91358617146314
3948,NAMPT,STOM,53.096717030102916,5.543987035746694
1910,DCTN4,TLK1,53.107951634178974,0.7391982714328925
2306,EIF4B,OGT,53.109369551347946,0.36959913571644626
4399,PSAT1,TMEM2,53.10977891317615,0.7391982714328925
4053,NUP93,TMEM222,53.11225983371527,0.7391982714328925
3836,MRPS7,RPL7,53.125218436941026,0.36959913571644626
3921,MTRNR2L6,VCAN,53.14922473741893,0.36959913571644626
553,ATRX,GAPDH,53.169617017059736,2.587193950015124
2341,EIF5,PFN1,53.18045683262185,5.543987035746694
1922,DCUN1D4,SKIL,53.181444826280405,0.36959913571644626
2963,HLTF,RBBP4,53.19438488549131,0.36959913571644626
849,BUB1B,NUSAP1,53.20567990163973,5.91358617146314
1794,CTBP2,NTS,53.20612204650265,5.543987035746694
2138,DSE,GTF2H1,53.21265215063114,5.543987035746694
3858,MSMO1,ZNF330,53.21964673863417,0.7391982714328925
532,ATP1B3,COX6C,53.22188741780012,0.7391982714328925
1020,CADM1,XPNPEP1,53.23319000363247,5.543987035746694
821,BUB1,CCNB1,53.23767703989092,0.36959913571644626
1235,CCNB1,PNRC2,53.25339999691393,5.91358617146314
1470,CENPF,CKAP5,53.2557965095323,5.91358617146314
3847,MSMO1,SC5DL,53.25726926052071,0.36959913571644626
2842,GSPT1,PAPOLA,53.26049225199818,5.91358617146314
2997,HMGCS1,NAA15,53.26652560627646,0.36959913571644626
3972,NDC80,TBL1XR1,53.26900352217461,5.543987035746694
3445,LAMC1,MDN1,53.2829001276434,0.7391982714328925
4594,RPL13,SOX11,53.321910579131604,5.91358617146314
2064,DLGAP5,SPAG5,53.343884591688955,0.7391982714328925
4714,SDCBP,TLK1,53.34929363150857,0.36959913571644626
1900,DCP2,STT3A,53.351679444006166,5.543987035746694
867,BUB3,KIF14,53.35276951468469,5.543987035746694
3206,IGDCC4,TLK1,53.37107338968878,5.543987035746694
